epoch,train_loss,valid_loss,validation,div_metric,fool_loss,div_loss,time
0,0.600915,0.624623,0.819000,347.750000,0.212688,0.514918,04:38
1,0.568219,0.620120,0.809000,271.750000,0.220644,0.499345,04:37
2,0.609203,0.638709,0.850000,251.000000,0.190324,0.560481,04:35
3,0.551891,0.645680,0.838000,192.250000,0.198852,0.558535,04:35
4,0.589475,0.625841,0.840000,208.500000,0.194877,0.538706,04:32
5,0.544048,0.635758,0.822000,225.750000,0.208477,0.534101,04:32
6,0.564301,0.618227,0.844000,227.750000,0.190584,0.534553,04:34
7,0.517723,0.630577,0.832000,228.250000,0.212804,0.522216,04:31
8,0.532315,0.590068,0.853000,229.250000,0.170180,0.524860,04:36
9,0.528564,0.580714,0.840000,188.500000,0.189443,0.489089,04:33
10,0.526948,0.569834,0.850000,201.250000,0.183877,0.482446,04:35
11,0.503879,0.577289,0.838000,202.250000,0.192383,0.481133,04:36
12,0.529127,0.580475,0.847000,240.500000,0.177557,0.503648,04:36
13,0.518599,0.594934,0.841000,171.000000,0.196894,0.497550,04:34
14,0.510613,0.577902,0.856000,195.000000,0.180581,0.496651,04:33
15,0.522544,0.571150,0.856000,214.000000,0.170459,0.500864,04:33
16,0.527826,0.563143,0.864000,175.000000,0.173521,0.487028,04:37
17,0.479575,0.581532,0.858000,191.250000,0.175648,0.507356,04:35
18,0.485964,0.559431,0.840000,200.500000,0.179227,0.475255,04:47
19,0.472998,0.548467,0.852000,204.000000,0.166983,0.476855,04:37
20,0.480352,0.553415,0.856000,174.500000,0.168672,0.480928,04:36
21,0.482465,0.555751,0.852000,190.500000,0.174491,0.476575,04:34
22,0.464390,0.556632,0.848000,192.750000,0.179013,0.472025,04:37
23,0.475359,0.545655,0.859000,195.250000,0.156410,0.486556,04:35
24,0.469968,0.538927,0.859000,186.750000,0.161321,0.472006,04:44
25,0.480967,0.555994,0.855000,176.750000,0.174262,0.477164,04:34
26,0.445798,0.534666,0.861000,179.750000,0.170781,0.454856,04:35
27,0.450330,0.534014,0.866000,177.250000,0.159548,0.468083,04:35
28,0.471517,0.540151,0.854000,180.500000,0.171983,0.460210,04:34
29,0.475052,0.557387,0.861000,183.500000,0.173003,0.480481,04:34
