epoch,train_loss,valid_loss,validation,fool_loss,time
0,10.023139,10.333879,0.724000,10.333884,04:24
1,9.706777,9.957664,0.743000,9.957667,04:24
2,9.389208,9.563589,0.746000,9.563589,04:26
3,9.137069,9.417316,0.754000,9.417315,04:28
4,8.840109,9.091180,0.761000,9.091179,04:24
5,8.686968,8.852576,0.757000,8.852576,04:27
6,8.480461,8.677320,0.772000,8.677320,04:22
7,8.264995,8.463314,0.758000,8.463315,04:22
8,7.985019,8.423385,0.762000,8.423384,04:24
9,8.059684,8.179901,0.771000,8.179903,04:23
10,7.793116,8.177523,0.772000,8.177520,04:22
11,7.642617,7.930245,0.776000,7.930245,04:28
12,7.602330,7.803653,0.786000,7.803654,04:22
13,7.638425,7.663426,0.784000,7.663424,04:23
14,7.573444,7.741495,0.779000,7.741495,04:21
15,7.140096,7.624443,0.794000,7.624442,04:23
16,7.228308,7.438583,0.790000,7.438582,04:23
17,7.145512,7.414371,0.799000,7.414372,04:23
18,6.852953,7.400495,0.791000,7.400495,04:23
19,7.036808,7.291494,0.795000,7.291492,04:22
